iter,x0,f(x),f'(x),|f(x)|,|xn-xn-1|
1,0.42857142857142855,-6.0,14.0,1.2069970845481048,0.42857142857142855
2,0.5697238322536652,-1.2069970845481048,8.551020408163264,0.11103911401737321,0.14115240368223664
3,0.585591953265546,-0.11103911401737321,6.997622083562095,0.0013282205943134784,0.015868121011880842
4,0.5857864085932759,-0.0013282205943134784,6.830466461470428,1.9825402475248666e-07,0.00019445532772988106
